file_name,folder_name,text
8-15-19 Group Concern with mass violence against Jews_embedded.txt,First Field Review (June - August 2019)_embeddedText,"The California Department of Education received an additional 27 submissions of the comment below. Other identical comments may have been posted separately.

I'm writing to you as a CA resident and a very worried mom for teenage kids in high school.

The Department of Education California is creating a new ethnic studies curriculum. The curriculum does not recognize Jews as a minority in the US. Furthermore, it calls for boycotting Israel (in 3 different classes), attempt to explain the conflict in the middle east using a singlesided story, encourage aggression against Israelis, and spread hate against Israelis and Jews.

We had over +200 mass shootings this year. Almost all of them directed towards minorities and many of them - directed towards Israelis and Jews. I would not be able to sleep at night if I ever hear that the next shooter learned that ""Jews are bad"" in these classes - I hope you wouldn't either.

I will be terrified to send my kids to school knowing that their fellow students are taught that Israelis, Jews (or African American or Latinos or Muslims) - are bad and we should boycott them.

I hear of school bullying because of ethnicity is on the rise. I tear when I see a mass shooting in a synagogue. I also tear when I see mass shooting in a mosque.

I don't know why the people that wrote the curriculum want to spread hate. In a program for ethnic studies more than anything. The last thing we need in California and the US in general - is more hate. We need more love. More respect. To all people and all minorities. So both you and I can send our kids to school and feel safe.

There are 1.2 million Jews living in California, 300,000 are Israeli-Americans and all of them can be directly affected if we spread hate against Jews and Israelis. My children will have a much higher chance to get bullied just because they are Jewish. Is that the education system we want to build in CA?

If you really do care about the safety of our children - please act now. You are my public representative and I trust you would do so. Can you please help?



"
8-15-19 Group Concern ESMC parrots BSD_embedded.txt,First Field Review (June - August 2019)_embeddedText,"The California Department of Education received an additional 169 submissions of the comment below. Other identical comments may have been posted separately.

Dear CA Department of Education Ethnic Studies Public Comment,

I am writing regarding California's Department of Education Instructional Quality Commission's proposed ethnic studies model curriculum.

As requested by your public comment form, I have concerns with the following content:

The glossary for the curriculum includes a definition of the Boycott, Divestment, and Sanctions (BDS) Movement against Israel. It claims the purpose of BDS is to, ""establish freedom for Palestinians living under apartheid conditions"".

It then parrots more BDS talking points while offering no critical perspectives about this campaign of hate, which seeks to end Israel's existence.

This definition is not only entirely one-sided but its inclusion elevates a fringe perspective against Israel into the mainstream and entirely politicizes the national origin of a major California community of Israeli-American immigrants. No other nation or national origin is subject to the same treatment in the model curriculum. Most disturbingly, the model curriculum's definition of BDS in its current form is akin to defining the Ku Klux Klan as a social movement that promotes free speech and free expression while ignoring the organization's racist underpinnings.

The sample lesson plans for the curriculum:

Encourage teachers to highlight BDS and a pro-BDS group called Direct Action for Palestine, but no voices critical of their perspectives (p. 234).

Promote a false equivalence between Israel's efforts to stop terrorists from entering communities to murder innocent people, and U.S. policies on the border with Mexico (p. 234).

Use unclear language that implies ""Israel-Palestine"" as a whole is an Arab country (p. 237).

Frame the Palestinian narrative of the 1948 War as fact, with no alternative perspectives (p. 242).

Encourage teachers to use a poem featuring harsh criticism of Israel, but no content offering a positive perspective about Israel or criticism of Palestinian leaders (p. 256, 264-269).



The Introduction of the proposed curriculum states that, ""The implementation of Ethnic Studies presents an opportunity for teachers to... enable students to develop a deep appreciation for cultural diversity and inclusion, and aids in the eradication of bigotry, hate, and racism."" Despite this stated goal, the curriculum does not feature a single lesson about the Jewish community, mentioning Jews only in passing. With antisemitism rising and ignorance about the Jewish people still a major problem in our society, the exclusion of Jews from this curriculum is deeply disappointing.

We respectfully request that the proposed ethnic studies curriculum take California's diverse communities and perspectives into account through a revision of the current model. Drawing from your own glossary, the ""master narrative"" advanced in the current model curriculum only serves to marginalize and disenfranchise California's immigrant population from Israel and this is not acceptable.

I also want to thank the California legislature, in particular, the California Legislative Jewish Caucus for their time and attention on this matter.



"
1-22-21 Group Letter Remove Critical Race Theory_embedded.txt,Comments received after Third Field Review (after 1-21-21)_embeddedText,"The California Department of Education received 70 additional submissions of the comment below after the end of the third field review. Other identical comments may have been posted separately.

From: [email redacted] on behalf of Reid Fujinaga [email redacted] Sent: Friday, January 22, 2021 4:29 AM To: Ethnic Studies; [emails redacted]; Tony Thurmond Cc: [emails redacted] Subject: [EXTERNAL] Remove Critical Race Theory from the ESMC

Dear Members of the CA State Board of Education:

I am concerned about the latest draft Ethnic Studies Model Curriculum (ESMC), which continues to be based on critical race theory.

Critical race theory divides students by race into oppressor and oppressed groups, creating a discriminatory, hostile, and disempowering classroom environment for students. Critical race theory states that racism is permanent and rejects principles of objectivity, neutrality, and equal opportunity.

Critical race theory conflicts with your obligation as State Board of Education members not to adopt instructional materials ""that contain any matter reflecting adversely upon persons on the basis of race."" (CA Education Code Section 51501).

I ask that you vote to remove critical race theory from the ESMC by:

1. Deleting the ESMC's directive for educators to learn critical race theory as a key framework and pedagogy for teaching ethnic studies. 2. Removing the ESMC's second definition of race which calls it ""a (neo)colonial...'master category' (that) break(s) down as people of color (POC) and white people."" 3. Deleting all ESMC references to ""whiteness,"" ""racial hierarchy,"" and ""racial privilege"" as well as race-specific qualifiers preceding the words ""supremacy"" and ""privilege."" 4. Removing from the ESMC resources and UC-approved course outlines that present critical race theory as the only approach to understanding race relations.

By rejecting critical race theory at your upcoming meeting in March, you will help ensure that the ESMC accomplishes the California legislature's goal -- ""preparing pupils to be global citizens with an appreciation for the contributions of multiple cultures."" (AB 2016)

Sincerely,

Reid Fujinaga Reid Fujinaga



"
1-22-21 Group Letter Remove Critical Ethnic Studies_embedded.txt,Comments received after Third Field Review (after 1-21-21)_embeddedText,"The California Department of Education received more than 4,000 additional submissions of the comment below after the end of the third field review. Other identical comments may have been posted separately.

From: [email redacted] on behalf of PolinaRyshakov [email redacted] Sent: Friday, January 22, 2021 12:18 AM To: Ethnic Studies; [emails redacted]; Tony Thurmond Cc: [emails redacted] Subject: [EXTERNAL] Remove Critical Ethnic Studies Foundation from CA Ethnic Studies

Dear California Department of Education and State Board of Education,

I am writing to express concern about the Critical Ethnic Studies' (ES) polarizing foundation which still corrupts the ESMC - a curriculum that, rather than dividing, should build bridges among students and ethnic groups. I ask that you remove the Critical ES foundation from the Guiding Values and Principles AND the resulting lessons.

This includes:

1. Removing the indoctrinating Critical Ethnic Studies ideology from the Guiding Values and Principles.

2. Replacing the narrow Critical ES language and leading questions that assume a foregone conclusion, with broader constructive language that invites inquiry and analysis from multiple perspectives.

3. Removing content that promotes violence or victimhood, or demeans any ethnic group.

4. Replacing the narrow ideological lens that romanticizes any one-sided political, economic, militant, or separatist movement, with a balanced evaluation including both positive and negative sides of the movement or ""ism.""

5. Replacing the unvetted list of UC-approved courses in Appendix C with courses such as those of the Los Angeles Unified School District's (LAUSD), which are not based on a Critical ES approach.

I add my voice to the requests from the Alliance for Constructive Ethnic Studies. We all want a constructive Ethnic Studies curriculum, such as that of the LAUSD, which represents both contributions and struggles of ethnic groups and confronts racism, while building mutual understanding among all students and fostering balanced analysis.

Thank you for your work to date on improving the ESMC and for your thoughtful consideration of the above crucial revisions.



Respectfully, PolinaRyshakov Mountain View



"
1-22-21 Group Letter Arab Americans_embedded.txt,Comments received after Third Field Review (after 1-21-21)_embeddedText,"The California Department of Education received 490 additional submissions of the comment below after the end of the third field review. Other identical comments may have been posted separately.

From: Tiffany Ho Sent: Friday, January 22, 2021 1:33 AM To: Ethnic Studies Subject: [EXTERNAL] Arab American students need to learn their histories

Dear Ethnic Studies Open Comment,

Dear Ethnic Studies Open Comment,

I am outraged that elected officials ignored tens of thousands of public comments and instead relegated Arab American lessons to an appendix of the California Ethnic Studies Model Curriculum (ESMC), included extremely problematic ""perspectives"" on racism, and refused to consult Ethnic Studies experts on revisions to the curriculum.

Arab American Studies must be returned to its rightful place in Asian American Studies. Following a decades-long tradition in higher education, the original ESMC included Arab American Studies within Asian American Studies. Leading Ethnic Studies scholars, including Angela Davis, Robin D.G. Kelley, and the National Association of Asian American Studies, have issued statements defending the inclusion of Arab American Studies in the ESMC.

The CA Department of Education (CDE) is not living up to its mandate to create a Model Ethnic Studies Curriculum as outlined by AB2016. Since the CDE disbanded the original, highly qualified advisory committee, the ESMC has become a problematic ""All Lives Matter"" curriculum. It now bears no relationship to the values and pedagogy of Ethnic Studies. Essential Ethnic Studies terminology, including the definition of race, has been eliminated or moved to footnotes. There are now several definitions of race, including one giving credence to race as based on biology rather than social construction. The decolonial, anti-racist, and liberatory focus of Ethnic Studies has been buried in an avalanche of language about inclusion, and the experiences of Arab Americans have been erased from the curriculum.

According to TURATH (Teaching Understanding and Representing Arabs Throughout History) a 2020 report by teenage members of the Arab Resource and Organizing Center, only 2.3% of students surveyed learned about Arabs and/or Muslims at school. All students need comprehensive Ethnic Studies in their K-12 curriculum to build empathy, unity and solidarity with each other, strengthening our movements for justice.

If the biggest education system in the United States decides Arab-American Studies and authentic Ethnic Studies are ""problems,"" we face a dire precedent.



In these times of change and possibility, please reject the inaccurate and offensive revisions made to this curriculum, restore Arab-American Studies to its rightful place, and re-empower the Ethnic Studies experts who have shaped this powerful and critical area of study for our students.

Thank you, Tiffany Ho [contact information redacted] San Francisco, CA United States

Sincerely, Tiffany Ho



"
1-22-21 Group Letter Take Action for Inclusive ES_embedded.txt,Comments received after Third Field Review (after 1-21-21)_embeddedText,"The California Department of Education received 42 additional submissions of the comment below after the end of the third field review. Other identical comments may have been posted separately.

From: Rafael Gabai [redacted] Sent: Friday, January 22, 2021 2:25 PM To: Ethnic Studies Subject: [EXTERNAL] ACTION ALERT: Take Action for Inclusive Ethnic Studies Education

Dear Members of the California Department of Education ,

We write to thank the California Department of Education (CDE) and the Instructional Quality Commission (IQC) for the Ethnic Studies Model Curriculum (ESMC) recommendations the IQC approved in November.

We also write to urge the CDE to recommend � and the State Board of Education to approve � the following:

1. Retain the IQC's November 2020 recommendations including: � An inclusive approach to ethnic studies, and the new lessons that better reflect California's rich ethnic diversity -- Sikhs, Hindus, Koreans, Armenians, and the diversity of Jewish Americans. � New content that promotes a more balanced approach to ethnic studies, reminding teachers to expose students to multiple perspectives, teach students to think critically, and encourage students to form their own opinions. � The inclusion of lesson materials on antisemitism in Ethnic Studies and particularly, the inclusion of Lesson 40 and the IHRA definition of antisemitism, the definition that is the most widely endorsed by governments, diverse religious groups, and educational institutions worldwide.

2. Remove all ESMC content that: � Is unbalanced and inaccurate, � pushes religious and sectarian doctrine, � supports division, demonization, and discrimination, and � promotes illegal, violent, and subversive people, organizations, and action.

3. Ensure that the curriculum is consistent with accepted standards of professional responsibility and the law.

The ESMC is a crucial platform that will educate students to embrace differences, build bridges, and fight bigotry � promoting human rights and uniting our country through shared democratic values.

Thank you for your efforts to ensure an inclusive and balanced curriculum.



Sincerely, Rafael Gabai



"
2-22-21 Group Letter South Asians_embedded.txt,Comments received after Third Field Review (after 1-21-21)_embeddedText,"The California Department of Education received 28 submissions containing the language below. Other identical comments may have been posted separately.

From: Rukhsana Arastu Sent: Monday, February 22, 2021 10:55 AM To: Ethnic Studies Subject: [EXTERNAL] Ethnic Studies Curriculum

State Board of Education c/o California Department of Education Curriculum Frameworks and Instructional Resources Division 1430 N Street, Suite 3207 Sacramento, CA 95814 February 22, 2021 Dear State Board of Education, My name is Rukhsana Arastu. I am grateful to the California Department of Education (CDE) for its strong Ethnic Studies Model Curriculum draft, and its ongoing commitment to offer coursework in Ethnic Studies for California's students. In doing so, the CDE recognizes the enduring significance of race in American life, the ethical grounds of critical race theory, the necessity of offering curricula relevant to communities of color, and the critical importance of studying the ways ordinary people work towards equity, dignity, and justice. In expanding access to the critical frameworks that Ethnic Studies Model Curriculum (ESMC) offers, the CDE creates space for students to engage in pedagogies oriented towards building a more just world and a better future. However, I am troubled by the fact that the sample curriculum dated January 21, 2021, that focuses on the rich history of South Asian-Americans, excludes the history of PakistaniAmericans and Bangladeshi-Americans. Immigrants from this part of the world import decades of unique history, language and traditions for its ethnic Sindhi, Balochi, Punjabi, Pathan, and Bengali populations that began migrating to the United States half a century ago. The earliest recorded migrations occurred in 1899 when Punjabi workers came from what was then known as North-Western India (present-day Pakistan) for work in California, Oregon, and Washington. Migrants included those skilled in irrigation and others who worked on the railroads. As of 2015 there were 453,000 Pakistani immigrants, and their families residing in the US; with the largest numbers living in the states of New York, Texas and California. Pakistani and Bangladeshi-American children pursuing K-12 education in California must be given the opportunity to connect to ethnic heroes and important public figures who helped fight in social justice movements that aimed to establish an equitable and democratic society. The model lesson plans have been drafted by credentialed teachers in the state of California and reviewed by doctoral scholars for accuracy and completeness. I strongly urge you to accept the submission of the sample lesson plans and to incorporate them in the approved lesson plans for South Asian ethnic history. ""Asian American and Pacific Islander Studies"" is an indispensable asset to the teaching of Ethnic Studies. I join local, statewide, and national organizations in support of the final approval of the ESMC; with the addition of the Pakistani-American and Bangladeshi-American lesson plans to



the AAPI Unit and to the ESMC in general. With these additions, I believe California students will soon experience a curriculum that better represents the diversity of our community. Thank you. Sincerely,

Rukhsana Arastu PhD



"
1-22-21 Group Letter Add Antisemitism to AAPI_embedded.txt,Comments received after Third Field Review (after 1-21-21)_embeddedText,"The California Department of Education received 40 additional submissions of the comment below after the end of the third field review. Other identical comments may have been posted separately.

From: Jeff Abramowitz [email redacted] Sent: Friday, January 22, 2021 12:01 AM To: Ethnic Studies; Superintendent; SBE Cc: governor@governor.ca.gov; gavin.newsom@gov.ca.gov Subject: [EXTERNAL] Add Antisemitism to Asian American Studies Section of Ethnic Studies Model Curri

Dear State Board of Education President Linda Darling-Hammond, members of the St

The Ethnic Studies Model Curriculum correctly recognizes in its guiding principles that addressing bigotry � including antisemitism -- is foundational to Ethnic Studies.

I appreciate that acknowledgement and that the California Department of Education and the Instructional Quality Commission (IQC) are recommending that the ""Antisemitism and Jewish Middle Eastern-Americans"" lesson be included in the Ethnic Studies Model Curriculum (ESMC).

In addition to honoring this IQC recommendation, I urge the State Board of Education (SBE) to do the following:

1) Remove bias from the ESMC and treat Asian communities with proportionality and balance as California* and Federal laws and the State Board of Education's Content Standards and ESMC Guidelines require.

Move ""Antisemitism and Jewish Middle Eastern-Americans"" (currently lesson 40) to the ""Asian American and Pacific Islander Studies"" section to pair it with the IQC-recommended lessons that focus on Islamophobia and xenophobia of South Asians (currently lessons 33, 34 and 35) (Appendix A). This aligns with the ESMC's recommended ""thematic approach to ethnic studies"" which stresses ""the importance of identifying shared struggles."" (Preface and Chapter 3)

The Asian Studies section does not mention the lived experiences of Jewish and other non-Arab Middle Eastern Americans despite their accounting for more than 60% of California's Middle Eastern population. This section features 10 Asian ethnic groups that include Arabs and Muslims in America (from Asia and elsewhere) and offers multiple lessons that mention anti-Muslim discrimination.

Despite Judaism properly listed as a major South Asian religion (Lesson 33), this section also omits antisemitism -reminiscent of the omissions that embroiled the ESMC's first draft in controversy. Antisemitism continues to be the most prevalent religious-based hate crime in the United States and California according to FBI statistics -comprising 68% of all religious-based hate crimes targeting the Jewish 2% of the population. Anti-Muslim hate crimes comprise 12% of the religious-based hate crimes total for 1% of the population.

2) Add links to the primary sources in the ""Antisemitism and Jewish Middle Eastern-Americans"" lesson's definitions of antisemitism. SBE's ESMC Guidelines require that the ESMC ""include access to ...primary source documents.""

3) Include the seven-minute United States Holocaust Memorial Museum video, ""Antisemitism Today"" in the ""Antisemitism and Jewish Middle Eastern-Americans"" lesson. This video provides succinct and compelling information on contemporary antisemitism, Islamophobia, and other forms of bigotry further enriching and reinforcing content in the Asian Studies section.

I offer my gratitude for your hard work bringing a robust Ethnic Studies curriculum that presents difficult content



with nuance, sensitivity, and empathy to California's classrooms.

Sincerely,

Jeff Abramowitz

cc Governor Gavin Newsom

*California's Constitution and Education Code prohibit discrimination on the basis of nationality, race, ethnicity, and religion.

-Mr Jeff Abramowitz



"
1-22-21 Group Letter Stand With Us_embedded.txt,Comments received after Third Field Review (after 1-21-21)_embeddedText,"The California Department of Education received 131 additional submissions of the comment below after the end of the third field review. Other identical comments may have been posted separately.

From: [email redacted] on behalf of Judy Aranoff [email redacted] Sent: Friday, January 22, 2021 12:20 AM To: Ethnic Studies Subject: [EXTERNAL] Comment on the Ethnic Studies Model Curriculum

Keep Hate and Bias Out of CA Public Schools

Submitted At 2021-01-22 08:20:31 Please enter your name Judy Aranoff Please enter your zip code 91401 Please enter your email [redacted] Personalize your message to CA officals: Dear California Department of Education,

I urge you to revise the ESMC to:

1. Remove content that celebrates or glorifies current and historical figures who who have promoted antisemitism and other destructive ideas. 2. Define antisemitism in a way that covers all forms of this hatred and reflects the real-life experiences of Jewish students and communities. 3. Ensure all sections and lesson plans align with the standards in chapter 1 regarding critical thinking and how to teach ethnic studies in a K-12 environment.

I also urge you to REJECT:

1. Demands to exclude or edit down any definition of antisemitism to the point where it no longer reflects the experiences of Jewish students and communities. 2. Pressure to favor any single community over others. Arabs, Jews Armenians, Sikhs, and others should be treated equally in the ESMC. 3. Recommendations to reverse changes that encourage critical thinking instead of one sided political agendas in the curriculum.

I add my name in support of the StandWithUs December 2020 ESMC Analysis and Recommendations.

Sincerely,Judy Submission ID



600a8acf37cb4006713ad2a4



"
9-11-20 Group Letter Comment Bullets_embedded.txt,Second Field Review (Sept 2020)_embeddedText,"The California Department of Education received 17 submissions that contained the bullets below. Other identical comments may have been posted separately.

From: Omri Sent: Thursday, September 10, 2020 8:00 PM To: Ethnic Studies Subject: [EXTERNAL] Ethnic Studies Model Curriculum Comments

Hi my name is Omri and I live in West Hills, CA.

Talking Points:

� Issue of Transparency o fully transparency is expected where it is supposed to be given in curriculum

development and implementation o Unfortunately, we have felt a breech in this supposed-to-be communicative

relationship when we were sprung with last-minute decisions. o The announcement of an additional chapter was announced just hours prior to the

IQC meeting on August 13th. o The public commenting period which commences on September 1, is meant to give

the community the opportunity to provide feedback on any issues it has with the curriculum prior to its final round of revisions. o However, how can we do so if we are not given this supplemental content in time? Why is it being hidden? These factors only further my community's uneasiness to the intentions behind it. I am worried this chapter will be the source of more BDS.

� Problematic Citations o Many of the citations in this curriculum are from sources that promote BDS/anti-Israel

authors. o Raises concerns on what teachers will find when they use the sources for

supplemental content

� American Jews Chapter o compares American Jews to Irish Americans o teaches how Jewish Americans have become a privileged ethnicity. o terrifying as a Jew due to the rise in antisemitism during the last year because Jewish

Americans are compared to white supremacists and blames Jews for racial injustice in America. o Jews have never stopped being discriminated against, hated, and of course, the target of several violent and deathly attacks. o For a curriculum whose goal it is to educate about minorities and their struggles, this would in fact be doing the opposite by contributing to the misunderstandings of Jewish Americans and thus fueling the targeted hatred we experience.



CALL TO ACTION I urge you to understand the power and consequences in your decisions by 1. Removing all citations that include anti-Israel sentiment 2. Rewriting the chapter on Jewish Americans to reflect a more accurate and inclusive Jewish narrative 3. Ensure that any additions to the curriculum will remain free of discriminatory content, such as antisemitic rhetoric, including but not restricted to mentions of BDS!!

Thank you.



"
9-29-20 Group Letter Middle East Diversity_embedded.txt,Second Field Review (Sept 2020)_embeddedText,"The California Department of Education received 8 submissions that contained the text below. Other identical comments may have been posted separately.

From: D Dorenz Sent: Monday, September 28, 2020 8:28 PM To: [emails redacted]; Superintendent Cc: [emails redacted] Subject: [EXTERNAL] Ethnic Studies Model Curriculum Feedback

Hello,

My name is Dorothea Dorenz, I am a resident of Berkeley, Cal, and I am emailing today to encourage the inclusion of ALL Middle Eastern communities in the ESMC.

California's diverse Middle Eastern populations should be fairly and equitably represented. We are asking the California Department of Education to follow the State Board's standards and guidelines, which require the curriculum to be balanced and portray represented peoples proportionately.

I strongly urge you to incorporate JIMENA's lesson plan on antisemitism into a revised Middle Eastern and North African section. This plan places a focus on Jewish communities of color and includes the widely recognized definition of antisemitism from the International Holocaust Remembrance Alliance (IHRA).

Thank you for your work revising Sincerely, Dorothea Dorenz



"
9-21-20 Group Letter Korea Petition 2_embedded.txt,Second Field Review (Sept 2020)_embeddedText,"The California Department of Education received 28 submissions that contained the language below. Other identical comments may have been posted separately.

From: mihwa lee Sent: Saturday, September 19, 2020 4:58 PM To: Ethnic Studies Subject: [EXTERNAL] Petition letter

Dear California Department of Education,

It is exciting to see that the Ethnic Studies Model Curriculum is moving forward. I do believe that a required course in Ethnic Studies has the potential to improve cross cultural understanding and to address the racism that we are witnessing throughout the United States. While there are many diverse Asian groups in America, I believe the coverage of the Ethnic Studies Curriculum needs to be extended to include more Asian communities that live throughout California. I am particularly concerned that Korean American study has been excluded.

The Korean American community has long helped shape the American landscape through its community activities, its contributions, and more. For example, we can't discuss the 1992 Los Angeles Civil Unrest without including Korean Americans and the ethnic conflicts that arose during that period and how this contributed to the violence and marginalization of minority groups. It implies a significant lesson for unity and solidarity among minority groups. It was also a turning point for many Korean Americans to realize the importance of civic engagement. Korean American Experiences and Interethnic Relations would be a very powerful topic for California students to learn how to cooperate with each other in the diverse community of California.

Korean American community's presence, impact, and history are significant and an important part of ethnic studies education. To not include the Korean American community in the Ethnic Studies Model Curriculum would be to ignore a major part of California's and America's heart and soul. Thus, I firmly believe that the Ethnic Studies Model Curriculum should include Korean American studies in its Asian



American studies section. To leave out Korean Americans is yet again another marginalization and discriminatory action. Thank you for your time.

Sincerely,

Mihwa Lee Parents in Centralia School District.



"
9-29-20 Group Letter Asian Americans 2_embedded.txt,Second Field Review (Sept 2020)_embeddedText,"The California Department of Education received 101 submissions that contained the text below. Other identical comments may have been posted separately.

From: Gena Gonzales Sent: Tuesday, September 29, 2020 9:54 AM To: Ethnic Studies Subject: [EXTERNAL] Asian American Ethnic Studies - Public Comment

Dear Tony Thurmond,

Dear Superintendent Thurmond,

It has come to my attention that the proposed Sample Lessons and Topics as found in Appendix B of the Ethnic Studies Curriculum does not include a detailed history of the Japanese American community as one of the supplied sample lesson plans. The current draft of the curriculum outline has reduced the Japanese American experience down to a few bullet points under the list of additional sample topics. The lack of a full sample lesson on Japanese American experiences, will mean that those subjects will not be taught by teachers.

The Japanese American community has been an integral part of California history; from the farmers who made the ""unfarmable"" land flourish with produce, to the activists who challenged the supreme court against the incarceration of 120,000 people based of their race. This story is one that is of tremendous national significance, but is also a very uniquely California story as the majority of Japanese Americans incarcerated during the war had been living in California. Two incarceration sites, Tule Lake and Manzanar are located in California, and especially noteworthy. Even within the listing of additional sample topics, for someone unfamiliar, terms such as Hapa and Gidra may be unidentifiable, and never be covered unless included as a part of a broader lessonon the Japanese American experience.

The current outline also leaves out the Vietnamese American, Korean American, and South Asian American groups as well as many others. I understand that the first draft of sample curriculums also included one on Pan-Asian studies and that has been removed from the most recent draft. I urge you to return that as a sample lesson plan. These are all critical to our Asian American history, and to leave this section out would be a disservice to the children who don't understand what it means to be Asian American. As Asian Americans continue to be the target of racism and often times bullying in schools, maintaining Asian American history in the curriculum, and recognizing the diversity of Asian American experience, is absolutely necessary.

I hope that you will ensure that the sample curriculums provided will be more comprehenzive and detailed in its coverage of Asian American diversity.

Sincerely,



Sincerely, Gena Gonzales [address redacted] Gilroy, CA



"
9-29-20 Group Letter Support ACES 2_embedded.txt,Second Field Review (Sept 2020)_embeddedText,"The California Department of Education received 21 submissions that contained the text below. Other identical comments may have been posted separately.

From: Carol Gao Sent: Monday, September 28, 2020 9:13 PM To: Ethnic Studies; IQC Subject: [EXTERNAL] Request a Genuine Ethnic Studies Curriculum

Dear Members of the Instructional Quality Commission,

I am supportive of Ethnic Studies courses for high schools. However, I have deep concern about the current Aug. 2020 draft of the California Ethnic Studies Model Curriculum (ESMC). I'd like to add my support for the following two requests for revisions:

+ Request Genuine Ethnic Studies Curriculum that Comply with California History-Social Studies Framework 2016, sent to you by Better Ethnic Studies: https://drive.google.com/file/d/10hMvPYBFWGIKG8iGf1dMHhkYNKpgir9p/view?usp=sharing (P DF) + the detailed revision requests recently sent to you by the Alliance for Constructive Ethnic Studies:https://drive.google.com/file/d/1CyXME2uQNrJSjTeSLeYnN_oChl7rYfdO/view (DOCX)

Thank you for your attention to these crucial problems in the ESMC. Sincerely,

Carol Gao Sunnyvale, California



"
9-14-20 Group Letter ESMC Concerns 2_embedded.txt,Second Field Review (Sept 2020)_embeddedText,"The California Department of Education received more than 700 submissions that contained the text below. Other identical comments may have been posted separately.

From: NeilRest Sent: Monday, September 14, 2020 8:27 AM To: Ethnic Studies Subject: [EXTERNAL] ESMC Concerns

I am concerned that after being pressured by organizations trying to restore BDS and antisemitism to the curriculum, the CDE has added a chapter that is not open to review. I welcome an Arab-American lesson, but not one guided by the hand of BDS radicals and hidden from the public. The protocol of allowing the public to review the curriculum and comment on it allows constituents to hold the CDE to its commitment against discrimination, as promised when revising the first draft. I ask that the CDE stand by its previous pledge to keep antisemitism and BDS out of the curriculum, and to open the additional sample chapter up to fair and transparent review prior to the closing of the comment period on September 30th.

Neil Rest



"
9-9-20 Group Letter Middle Eastern Jews_embedded.txt,Second Field Review (Sept 2020)_embeddedText,"The California Department of Education received more than 700 submissions that contained the text below. Other identical comments may have been posted separately.

From: Laura Younai Sent: Wednesday, September 9, 2020 2:14 PM To: IQC; Ethnic Studies Cc: [emails redacted]; SBE; Shanine Coats; Stephanie Gregson Subject: [EXTERNAL] Include Middle Eastern Jews in California's Ethnic Studies Model Curriculum

To the Instructional Quality Commission of the California Board of Education:

To the Instructional Quality Commission of the California Board of Education:

In August 2019 and again in July 2020, eleven Middle Eastern Jewish organizations based primarily in San Francisco and Los Angeles, urged the State of California to include Mizrahi and Sephardic Jews in California's Ethnic Studies Model Curriculum and I am writing to you today to amplify this request.

By including only the experience of the dominant ethnic � religious group from the Middle East, an Arab American lesson plan will fail to promote rigorous analysis of history, systems of oppression, and the status quo in an effort to generate discussions on futurity, and imagine new possibilities. The inclusion of diverse Middle EasternAmerican experiences, like antisemitism, is essential for a full and rich understanding of Middle Eastern American identity, and is required by CDE's principles, guidelines, standards, and laws.

As a concerned Jewish American, I am writing to share four core principles that I ask you to consider in the development of the California Ethnic Studies Model Curriculum. I believe these principles are vitally important in producing an Ethnic Studies Model Curriculum that is representative, balanced, free of bias and adhering to the guidelines and standards of California's Department of Education.

1) I believe it is critical that the Ethnic Studies Model Curriculum (ESMC) focuses on the lived experiences of Middle Eastern and North African Jews IN North America, many of whom have been racialized and have experienced various forms of bigotry. The ESMC should make clear that under the ""broadly defined umbrella of Asian Studies"" are Mizrahi Jews and other Middle Eastern and North African (MENA) groups which represent ~60% of California's MENA population but whose stories have been excluded from the ESMC.

2) At a time when there is great need to provide our students with high-quality educational content related to bigotry, it is essential to incorporate adequate instructional material on antisemitism � not just simplistic references to it. I would like to see the next draft of the curriculum include the lesson plan, ""Antisemitism and Middle Eastern-American Jews"", as it will provide students with high-quality instruction on contemporary issues of antisemitism, bigotry, and the Middle Eastern-American Jewish experience.

3) The State of California must draw clear redlines against antisemitism and discrimination. The Ethnic Studies Model Curriculum must not include the Boycott, Divestment, and Sanctions Movement, and other highly politicized conversations about Middle Eastern conflicts that create unsafe classrooms for Jewish and Middle Eastern minority students throughout California.

4) The State of California must uphold its promise of transparency and public input in reviewing the Ethnic Studies Model Curriculum. We are deeply troubled by the CDE's recommendation that the public will not be allowed their rightful opportunity to review and comment on any new Arab American Studies lesson plan or content to be added



to the curriculum, per standard procedure as defined in AB2016.

Thank you,

C.C. Governor Gavin Newsom State Board of Education President Linda Darling-Hammond State Superintendent of Public Education Tony Thurmond

-Mrs Laura Younai



"
9-21-20 Group Letter Arab American Studies 3_embedded.txt,Second Field Review (Sept 2020)_embeddedText,"The California Department of Education received 5 submissions that contained the text below. Other identical comments may have been posted separately.

From: Ammar Qadan Sent: Sunday, September 20, 2020 3:03 PM To: Ethnic Studies Subject: [EXTERNAL] Ethnic Studies Model Curriculum

Dear Tony Thurmond, Linda Darling-Hammond, and Ethnic Studies,

Ethnic Studies must be inclusive, and not an excuse to further erase the voices of Arab Americans. Arab American studies as a core part of the Asian American studies curriculum is not only essential but a moral imperative. An outcome that excludes or casts aside this vulnerable community will further diminish a voice that is already underrepresented. If Arab Americans are not registered we become unsafe and unable to contribute to our society like other Americans.

Thank You in advance for your kind action

Ammar Qadan San Diego, CA



"
